6107,NightoftheShootingStars(LaNottediSanLorenzo)(1982),Drama,War,,,,,,
6108,ThatNightinVarennes(LaNuitdeVarennes)(1982),Drama,,,,,,,
6109,OnefromtheHeart(1982),Drama,Romance,,,,,,
6110,Pandemonium(1982),Comedy,Horror,Mystery,,,,,
6111,Paradise(1982),Adventure,Romance,,,,,,
6112,Partners(1982),Comedy,,,,,,,
6113,Godard'sPassion(Passion)(1982),Drama,,,,,,,
6114,PermanentVacation(1982),Drama,,,,,,,
6115,PersonalBest(1982),Drama,,,,,,,
6116,PirateMovie,The(1982),Adventure,Comedy,Musical,,,,,
6117,PrivatesonParade(1982),Comedy,Drama,War,,,,,
6118,BlindChance(Przypadek)(1981),Drama,,,,,,,
6119,PèreNoëlestuneOrdure,Le(1982),Comedy,,,,,,,
6120,Q,,,,,,,,
6121,Querelle(1982),Drama,,,,,,,
6122,RichardPryorLiveontheSunsetStrip(1982),Comedy,Documentary,,,,,,
6123,Sunless(SansSoleil)(1983),Documentary,,,,,,,
6124,SavannahSmiles(1982),Comedy,,,,,,,
6125,SecretPoliceman'sOtherBall,The(1982),Comedy,Documentary,Musical,,,,,
6126,VeronikaVoss(SehnsuchtderVeronikaVoss,Die)(1982),Drama,,,,,,,
6127,ShoottheMoon(1982),Drama,,,,,,,
6128,SixPack(1982),Comedy,Drama,,,,,,
6129,SixWeeks(1982),Drama,,,,,,,
6130,Soldier,The(1982),Action,,,,,,,
6131,SomeKindofHero(1982),Comedy,Drama,,,,,,
6132,NewYorkRipper,The(LoSquartatorediNewYork)(1982),Crime,Horror,Mystery,Thriller,,,,
6133,StateofThings,The(DerStandderDinge)(1982),Drama,,,,,,,
6134,Starstruck(1982),Comedy,Musical,,,,,,
6135,StilloftheNight(1982),Mystery,Thriller,,,,,,
6136,South,The(ElSur)(1983),Drama,Romance,,,,,,
6137,SwordoftheValiant(1982),Adventure,Comedy,Fantasy,Romance,,,,
6138,Tag,,,,,,,,
6139,Tempest(1982),Comedy,Drama,,,,,,
6140,Unsane(Tenebre)(1982),Crime,Horror,Mystery,Thriller,,,,
6141,TheyCallMeBruce?(a.k.a.AFistfulofChopsticks)(1982),Comedy,,,,,,,
6142,TimeWalker(a.k.a.BeingFromAnotherPlanet)(1982),Horror,Sci-Fi,,,,,,
6143,TrailofthePinkPanther(1982),Comedy,Crime,,,,,,
6144,Traviata,La(1982),Drama,Musical,,,,,,
6145,Venom(1982),Horror,Thriller,,,,,,
6146,ToBeginAgain(a.k.a.StartingOver)(VolveraEmpezar)(1982),Drama,,,,,,,
6147,WhiteRose,The(DieWeißeRose)(1982),Drama,Film-Noir,,,,,,
6148,WhiteDog(1982),Drama,Horror,Thriller,,,,,
6149,FinalOption,The(WhoDaresWins)(1982),Action,War,,,,,,
6150,WrongIsRight(a.k.a.TheManWiththeDeadlyLens)(1982),Drama,Thriller,,,,,,
6151,Yol(1982),Drama,,,,,,,
6152,Yor,theHunterfromtheFuture(1983),Sci-Fi,,,,,,,
6153,Zapped!(1982),Comedy,Sci-Fi,,,,,,
6154,DeliverUsfromEva(2003),Comedy,Romance,,,,,,
6155,HowtoLoseaGuyin10Days(2003),Comedy,Romance,,,,,,
6156,ShanghaiKnights(2003),Action,Adventure,Comedy,,,,,
6157,Daredevil(2003),Action,Crime,Fantasy,,,,,
6158,JungleBook2,The(2003),Animation,Children,,,,,,
6159,AlltheRealGirls(2003),Drama,Romance,,,,,,
6160,Amandla!ARevolutionInFourPartHarmony(2002),Documentary,Musical,,,,,,
6161,PaintedFire(Chihwaseon)(2002),Drama,,,,,,,
6162,Gerry(2002),Adventure,Drama,,,,,,
6163,HeLovesMe...HeLovesMeNot(Àlafolie...pasdutout)(2002),Romance,Thriller,,,,,,
6164,Lockdown(2000),Drama,,,,,,,
6165,OrdinarySinner(2001),Drama,Romance,,,,,,
6166,DennistheMenace(1993),Comedy,,,,,,,
6167,Stand-In(1937),Comedy,,,,,,,
6168,10toMidnight(1983),Action,Adventure,Thriller,,,,,
6169,BlackStallionReturns,The(1983),Adventure,Children,,,,,,
6170,BlackStallion,The(1979),Adventure,Children,Drama,,,,,
6171,Cesar&Rosalie(CésaretRosalie)(1972),Comedy,Drama,Romance,,,,,
6172,CountessfromHongKong,A(1967),Comedy,,,,,,,
6173,IntotheWest(1992),Adventure,Children,,,,,,
6174,Kinjite,,,,,,,,
6175,MessengerofDeath(1988),Thriller,,,,,,,
6176,Mr.Majestyk(1974),Action,Drama,,,,,,
6177,Murphy'sLaw(1986),Action,,,,,,,
6178,PatchofBlue,A(1965),Drama,Romance,,,,,,
6179,PrayerfortheDying,A(1987),Action,Drama,,,,,,
6180,Q&A(1990),Crime,Drama,,,,,,
6181,RedBadgeofCourage,The(1951),Drama,War,,,,,,
6182,ThrillofItAll,The(1963),Comedy,,,,,,,
6183,PillowTalk(1959),Comedy,Musical,Romance,,,,,
6184,ManWhoFelltoEarth,The(1976),Drama,Sci-Fi,,,,,,
6185,DarkBlue(2003),Action,Crime,Drama,Thriller,,,,
6186,GodsandGenerals(2003),Action,Drama,War,,,,,
6187,LifeofDavidGale,The(2003),Crime,Drama,Thriller,,,,,
6188,OldSchool(2003),Comedy,,,,,,,
6189,Dischord(2001),Drama,Thriller,,,,,,
6190,LawlessHeart,The(2003),Comedy,Drama,,,,,,
6191,Navigators,The(2001),Comedy,Drama,,,,,,
6192,OpenHearts(Elskerdigforevigt)(2002),Romance,,,,,,,
6193,PoolhallJunkies(2002),Comedy,Drama,Thriller,,,,,
6194,TillHumanVoicesWakeUs(2001),Drama,Romance,,,,,,
6195,StoneReader(2002),Documentary,,,,,,,
6196,Cradle2theGrave(2003),Action,Crime,Thriller,,,,,
6197,Spider(2002),Drama,Mystery,,,,,,
6198,AmericanHeart(1992),Crime,Drama,,,,,,
6199,Edie&Pen(1997),Comedy,,,,,,,
6200,Insignificance(1985),Comedy,Drama,,,,,,
6201,LadyJane(1986),Drama,Romance,,,,,,
6202,LateMarriage(HatunaMeuheret)(2001),Comedy,Drama,Romance,,,,,
6203,LifeStinks(1991),Comedy,,,,,,,
6204,MeteorMan,The(1993),Comedy,,,,,,,
6205,Mr.North(1988),Comedy,Drama,,,,,,
6206,SeizetheDay(1986),Drama,,,,,,,
6207,SlaughterRule,The(2002),Drama,,,,,,,
6208,TeenagersfromOuterSpace(1959),Horror,Sci-Fi,,,,,,
6209,TroubleBound(1993),Action,Comedy,,,,,,
6210,VolcanoHigh(Whasango)(2001),Action,Comedy,,,,,,
6211,Ten(2002),Drama,,,,,,,
6212,BringingDowntheHouse(2003),Comedy,,,,,,,
6213,TearsoftheSun(2003),Action,Drama,Thriller,,,,,
6214,Irreversible(Irréversible)(2002),Crime,Drama,Horror,Mystery,Thriller,,,
6215,LaurelCanyon(2002),Drama,,,,,,,
6216,NowhereinAfrica(NirgendwoinAfrika)(2001),Drama,,,,,,,
6217,SafetyofObjects,The(2001),Drama,,,,,,,
6218,BendItLikeBeckham(2002),Adventure,Comedy,Drama,Romance,,,,
6219,Hunted,The(2003),Action,Drama,Thriller,,,,,
6220,Willard(2003),Horror,,,,,,,
6221,GaudiAfternoon(2001),Comedy,Drama,Mystery,,,,,
6222,ProzacNation(2001),Drama,,,,,,,
6223,Spun(2001),Comedy,Crime,Drama,,,,,
6224,UndertheSkinoftheCity(Zir-e-poost-eShahr)(2001),Drama,,,,,,,
6225,KingofKings(1961),Drama,,,,,,,
6226,LostHonorofKatharinaBlum,The(DieVerloreneEhrederKatharinaBlumoder,,,,,,,,
6227,LovingYou(1957),Drama,Musical,,,,,,
6228,TalkoftheTown,The(1942),Comedy,Romance,Thriller,,,,,
6229,Two-LaneBlacktop(1971),Drama,,,,,,,
6230,BangtheDrumSlowly(1973),Drama,,,,,,,
6231,BennyGoodmanStory,The(1955),Drama,Musical,,,,,,
6232,BornFree(1966),Adventure,Children,Drama,,,,,
6233,BornYesterday(1993),Comedy,Romance,,,,,,
6234,Equus(1977),Drama,Mystery,,,,,,
6235,EuropaEuropa(HitlerjungeSalomon)(1990),Drama,War,,,,,,
6236,FearStrikesOut(1957),Drama,,,,,,,
6237,GlennMillerStory,The(1953),Drama,,,,,,,
6238,GreenCard(1990),Comedy,Drama,Romance,,,,,
6239,JourneytotheCenteroftheEarth(1959),Adventure,Sci-Fi,,,,,,
6240,OneGoodCop(1991),Action,Crime,Drama,,,,,
6241,PaulineattheBeach(PaulineàlaPlage)(1983),Comedy,Drama,Romance,,,,,
6242,Ring(Ringu)(1998),Horror,Mystery,Thriller,,,,,
6243,Ringu2(a.k.a.Ring2)(1999),Horror,Mystery,,,,,,
6244,SalaamBombay!(1988),Drama,,,,,,,
6245,SweetCharity(1969),Comedy,Drama,Musical,Romance,,,,
6246,TalentfortheGame(1991),Drama,,,,,,,
6247,WomeninLove(1969),Drama,Romance,,,,,,
6248,Japon(a.k.a.Japan)(Japón)(2002),Drama,,,,,,,
6249,BoatTrip(2003),Comedy,,,,,,,
6250,Dreamcatcher(2003),Comedy,Horror,Sci-Fi,,,,,
6251,Piglet'sBigMovie(2003),Animation,Children,,,,,,
6252,ViewfromtheTop,A(2003),Comedy,Romance,,,,,,
6254,AwfulTruth,The(1937),Comedy,Romance,,,,,,
6255,Bible,The(a.k.a.Bible...IntheBeginning,The)(1966),Drama,,,,,,,
6256,HousewithLaughingWindows,The(LaCasadalleFinestrecheRidono)(1976),Horror,Mystery,Thriller,,,,,
6257,IAmCurious(Yellow)(Jagärnyfiken-enfilmigult)(1967),Documentary,Drama,,,,,,
6258,LesDamesduBoisdeBoulogne(1945),Drama,Romance,,,,,,
6259,MyFriendFlicka(1943),Children,Western,,,,,,
6260,Robe,The(1953),Drama,,,,,,,
6261,Wind(1992),Action,Romance,,,,,,
6262,UnknownPleasures(RenXiaoYao)(2002),Comedy,Drama,,,,,,
6263,Basic(2003),Drama,Thriller,,,,,,
6264,Core,The(2003),Action,Drama,Sci-Fi,Thriller,,,,
6265,HeadofState(2003),Comedy,,,,,,,
6266,WhataGirlWants(2003),Comedy,Drama,Romance,,,,,
6267,AssassinationTango(2002),Drama,Thriller,,,,,,
6268,RaisingVictorVargas(2002),Comedy,Drama,Romance,,,,,
6269,Stevie(2002),Documentary,,,,,,,
6270,Dreams(Yume)(1990),Drama,Fantasy,,,,,,
6271,DayforNight(NuitAméricaine,La)(1973),Comedy,Drama,,,,,,
6272,EyeofGod(1997),Drama,,,,,,,
6273,InaLonelyPlace(1950),Drama,Film-Noir,Mystery,Romance,,,,
6274,PhysicalEvidence(1989),Crime,Thriller,,,,,,
6275,SquareDance(1987),Drama,Romance,,,,,,
6276,WakeoftheRedWitch(1948),Action,Adventure,Drama,,,,,
6277,WinterKills(1979),Drama,,,,,,,
6278,Fellini,JeSuisumGrandMenteur)(2001),,,,,,,
6279,GoodThief,The(2002),Crime,Drama,,,,,,
6280,ManApart,A(2003),Action,Crime,Drama,Thriller,,,,
6281,PhoneBooth(2002),Drama,Thriller,,,,,,
6282,Cetamour-là(2001),Drama,Romance,,,,,,
6283,CowboyBebop,TengokunoTobira)(2001),,,,,,,
6284,DysFunktionalFamily(2003),Comedy,Documentary,,,,,,
6285,Levity(2003),Drama,,,,,,,
6286,ManWithoutaPast,The(Miesvaillamenneisyyttä)(2002),Comedy,Drama,,,,,,
6287,AngerManagement(2003),Comedy,,,,,,,
6288,BetterLuckTomorrow(2002),Crime,Drama,,,,,,
6289,GhostsoftheAbyss(2003),Documentary,IMAX,,,,,,
6290,Houseof1000Corpses(2003),Horror,,,,,,,
6291,Lilya4-Ever(Lilja4-ever)(2002),Drama,,,,,,,
6292,MarionBridge(2002),Drama,,,,,,,
6293,XX/XY(2002),Drama,Romance,,,,,,
6294,BulletproofMonk(2003),Action,Adventure,Sci-Fi,,,,,
6295,ChasingPapi(a.k.a.PapiChulo)(2003),Comedy,,,,,,,
6296,MightyWind,A(2003),Comedy,Drama,Musical,,,,,
6297,Holes(2003),Children,Comedy,Crime,Drama,,,,
6298,Malibu'sMostWanted(2003),Comedy,Crime,,,,,,
6299,WingedMigration(LePeuplemigrateur)(2001),Documentary,,,,,,,
6300,FlickeringLights(Blinkendelygter)(2000),Action,Comedy,Crime,,,,,
6301,StrawDogs(1971),Drama,Thriller,,,,,,
6302,BeginningoftheEnd(1957),Sci-Fi,,,,,,,
6303,AndromedaStrain,The(1971),Mystery,Sci-Fi,,,,,,
6304,Brainscan(1994),Horror,Sci-Fi,Thriller,,,,,
6305,Fahrenheit451(1966),Drama,Sci-Fi,,,,,,
6306,IAmTryingtoBreakYourHeart(2002),Documentary,,,,,,,
6307,IcemanCometh,The(1973),Drama,,,,,,,
6308,LegalEagles(1986),Comedy,Crime,Romance,,,,,
6309,MarriedtoIt(1991),Comedy,Drama,,,,,,
6310,MemoriesofMe(1988),Comedy,Drama,,,,,,
6311,OtherSideofHeaven,The(2001),Adventure,Drama,,,,,,
6312,PrivateFunction,A(1984),Comedy,,,,,,,
6313,SiblingRivalry(1990),Comedy,,,,,,,
6314,UndercoverBlues(1993),Comedy,Crime,,,,,,
6315,Wildcats(1986),Comedy,,,,,,,
6316,Wiz,The(1978),Adventure,Children,Comedy,Fantasy,Musical,,,
6317,Cartouche(1962),Action,Adventure,Comedy,Drama,,,,
6318,MarryingMan,The(1991),Comedy,Romance,,,,,,
6319,MyFathertheHero(Monpère,cehéros.)(1991),Comedy,Drama,,,,,,
6320,ScenesfromaMall(1991),Comedy,,,,,,,
6321,Stella(1990),Drama,,,,,,,
6322,Confidence(2003),Crime,Drama,Thriller,,,,,
6323,Identity(2003),Crime,Horror,Mystery,Thriller,,,,
6324,ItRunsintheFamily(2003),Comedy,Drama,,,,,,
6325,RealCancun,The(2003),Documentary,,,,,,,
6326,CityofGhosts(2002),Crime,Drama,Thriller,,,,,
6327,DecadeUndertheInfluence,A(2003),Documentary,,,,,,,
6328,HouseofFools(DomDurakov)(2002),Drama,,,,,,,
6329,Manic(2001),Drama,,,,,,,
6330,PeopleIKnow(2002),Crime,Drama,,,,,,
6331,Spellbound(2002),Comedy,Documentary,,,,,,
6332,LizzieMcGuireMovie,The(2003),Children,Comedy,Romance,,,,,
6333,X2,,,,,,,,
6334,BlueCar(2002),Drama,,,,,,,
6335,DancerUpstairs,The(2002),Crime,Drama,Thriller,,,,,
6336,MaroonedinIraq(GomgashteidarAragh)(2002),Drama,,,,,,,
6337,OwningMahowny(2003),Crime,Drama,Thriller,,,,,
6338,DaddyDayCare(2003),Children,Comedy,,,,,,
6339,ManontheTrain(L'Hommedutrain)(2002),Comedy,Drama,,,,,,
6340,OnlytheStrongSurvive-ACelebrationofSoul(2002),Documentary,Musical,,,,,,
6341,ShapeofThings,The(2003),Drama,,,,,,,
6342,Trip,The(2002),Comedy,Drama,Romance,,,,,
6343,WashingtonHeights(2002),Drama,Romance,,,,,,
6344,101Reykjavik(101Reykjavík)(2000),Comedy,Drama,Romance,,,,,
6345,ChorusLine,A(1985),Comedy,Drama,Musical,,,,,
6346,AbsoluteBeginners(1986),Musical,,,,,,,
6347,BeatStreet(1984),Drama,Musical,,,,,,
6348,Breakin'2,,,,,,,,
6349,Breakin'(1984),Drama,Musical,,,,,,
6350,CastleintheSky(TenkûnoshiroRapyuta)(1986),Adventure,Animation,Children,Fantasy,,,,
6351,HystericalBlindness(2002),Drama,,,,,,,
6352,Lambada(1990),Drama,,,,,,,
6353,Roadie(1980),Comedy,Musical,,,,,,
6354,Carpetbaggers,The(1964),Drama,,,,,,,
6355,Girls,Les(1957),Musical,,,,,,,
6356,GunfightattheO.K.Corral(1957),Western,,,,,,,
6357,HighSociety(1956),Comedy,Musical,Romance,,,,,
6358,KissMeKate(1953),Comedy,Musical,Romance,,,,,
6365,MatrixReloaded,The(2003),Action,Sci-Fi,Thriller,,,,,
6366,Dracula,,,,,,,,
6367,DownwithLove(2003),Comedy,Romance,,,,,,
6368,Cinemania(2002),Documentary,,,,,,,
6369,FriendsandFamily(2001),Comedy,,,,,,,
6370,SpanishApartment,The(L'aubergeEspagnole)(2002),Comedy,Drama,Romance,,,,,
6371,PokémonHeroes(2003),Animation,Children,,,,,,
6373,BruceAlmighty(2003),Comedy,,,,,,,
6374,In-Laws,The(2003),Comedy,,,,,,,
6375,Gigantic(ATaleofTwoJohns)(2002),Documentary,,,,,,,
6376,Respiro(2002),Comedy,Drama,,,,,,
6377,FindingNemo(2003),Adventure,Animation,Children,Comedy,,,,
6378,ItalianJob,The(2003),Action,Adventure,Crime,Drama,,,,
6379,WrongTurn(2003),Horror,Thriller,,,,,,
6380,CapturingtheFriedmans(2003),Documentary,,,,,,,
6381,ThreeMarias,The(AsTrêsMarias)(2002),Drama,,,,,,,
6382,Together(HanniZaiYiki)(2002),Drama,,,,,,,
6383,2Fast2Furious(2003),Action,Adventure,Crime,Thriller,,,,
6384,LovetheHardWay(2001),Crime,Drama,Romance,,,,,
6385,WhaleRider(2002),Drama,,,,,,,
6386,NevadaSmith(1966),Western,,,,,,,
6387,OnceaThief(ZongHengsiHai)(1991),Action,Comedy,Crime,Thriller,,,,
6388,Regeneration(1997),Drama,War,,,,,,
6390,SilkStockings(1957),Musical,,,,,,,
6391,SnowballExpress(1972),Children,Comedy,,,,,,
6392,ManCalledHorse,A(1970),Adventure,Drama,Western,,,,,
6393,ForSale(ÀVendre)(1998),Drama,,,,,,,
6394,BigJake(1971),Western,,,,,,,
6395,Crazies,The(a.k.a.CodeName,,,,,,,,
6396,Dementia13(1963),Horror,Thriller,,,,,,
6397,Bizarre,Bizarre(DrôlededrameouL'étrangeaventuredeDocteurMolyneux)(1937),Comedy,,,,,,,
6398,LeMans(1971),Action,Adventure,,,,,,
6400,MurderonaSundayMorning(Uncoupableidéal)(2001),Documentary,,,,,,,
6401,RioLobo(1970),Adventure,Romance,War,Western,,,,
6402,SiamSunset(1999),Comedy,,,,,,,
6403,Swimmer,The(1968),Drama,,,,,,,
6404,WhiteSheik,The(LoSceiccobianco)(1952),Comedy,Romance,,,,,,
6405,TreasureIsland(1950),Adventure,Children,,,,,,
6406,TwoEvilEyes(1990),Horror,,,,,,,
6407,Walk,Don'tRun(1966),Comedy,Romance,,,,,,
6408,AnimalsAreBeautifulPeople(1974),Comedy,Documentary,,,,,,
6409,BendoftheRiver(1952),Western,,,,,,,
6410,CarWash(1976),Comedy,,,,,,,
6411,ComeSeptember(1961),Comedy,,,,,,,
6412,DestryRidesAgain(1939),Comedy,Western,,,,,,
6413,ElectricHorseman,The(1979),Comedy,Western,,,,,,
6414,GayPurr-ee(1962),Animation,Children,Musical,,,,,
6415,Intervista(1987),Comedy,Drama,,,,,,
6416,KingRat(1965),Drama,War,,,,,,
6417,LiveWire(1992),Action,,,,,,,
6419,Mr.&Mrs.Bridge(1990),Drama,,,,,,,
6420,NightPassage(1957),Western,,,,,,,
6421,RareBreed,The(1966),Action,Drama,Romance,Western,,,,
6422,Shenandoah(1965),Drama,War,Western,,,,,
6423,StraightTalk(1992),Comedy,,,,,,,
6424,Oscar(1991),Comedy,Crime,Mystery,Romance,,,,
6425,6thMan,The(1997),Comedy,,,,,,,
6426,FarCountry,The(1954),Western,,,,,,,
6427,RailwayChildren,The(1970),Children,Drama,,,,,,
6428,TwoMulesforSisterSara(1969),Comedy,War,Western,,,,,
6429,Winchester'73(1950),Western,,,,,,,
6430,ZiggyStardustandtheSpidersfromMars(1973),Documentary,Musical,,,,,,
6431,BattleCry(1955),Drama,War,,,,,,
6432,CourtshipofEddie'sFather,The(1963),Comedy,,,,,,,
6433,ManwiththeMovieCamera,The(Chelovekskino-apparatom)(1929),Documentary,,,,,,,
6434,Objective,Burma!(1945),War,,,,,,,
6435,OperationPacific(1951),Drama,War,,,,,,
6436,ThisBoy'sLife(1993),Drama,,,,,,,
6437,13RueMadeleine(1947),Thriller,War,,,,,,
6438,633Squadron(1964),Drama,War,,,,,,
6439,Attack(1956),Drama,War,,,,,,
6440,BartonFink(1991),Comedy,Drama,Thriller,,,,,
6441,BattleofBritain(1969),War,,,,,,,
6442,Belleépoque(1992),Comedy,Romance,,,,,,
6443,BigTrail,The(1930),Adventure,Romance,Western,,,,,
6445,CloakandDagger(1946),Drama,Romance,,,,,,
6446,Comancheros,The(1961),Action,Adventure,Drama,Romance,,,,
6447,DuelatDiablo(1966),War,,,,,,,
6448,FlightofthePhoenix,The(1965),Action,Adventure,Drama,,,,,
6449,FromtheTerrace(1960),Drama,,,,,,,
6450,HeavenKnows,Mr.Allison(1957),Drama,War,,,,,,
6451,HotRock,The(1972),Comedy,Crime,,,,,,
6452,Long,HotSummer,The(1958),Drama,,,,,,,
6453,ManofAran(1934),Documentary,,,,,,,
6454,MusicBox(1989),Drama,,,,,,,
6455,NorthtoAlaska(1960),Comedy,Western,,,,,,
6456,BeastMustDie,The(Quelabêtemeure)(1969),Crime,Drama,Thriller,,,,,
6457,SinktheBismark!(1960),Action,Drama,War,,,,,
6458,BlueMax,The(1966),Adventure,Drama,War,,,,,
6459,DesertFox,The(1951),Drama,War,,,,,,
6460,Trial,The(LeProcès)(1962),Drama,,,,,,,
6461,Unforgiven,The(1960),Drama,Western,,,,,,
6462,Undefeated,The(1969),Western,,,,,,,
6463,DivineTrash(1998),Documentary,,,,,,,
6464,GoodBurger(1997),Comedy,,,,,,,
6465,Jubilee(1977),Drama,,,,,,,
6466,MississippiMasala(1991),Drama,Romance,,,,,,
6467,JennyLamour(QuaidesOrfèvres)(1947),Crime,Drama,,,,,,
6468,StrangerAmongUs,A(1992),Crime,Drama,Romance,,,,,
6469,Cahill,,,,,,,,
6470,Chisum(1970),Western,,,,,,,
6471,DefenceoftheRealm(1985),Thriller,,,,,,,
6472,EataBowlofTea(1989),Romance,,,,,,,
6473,HalfMoonStreet(1986),Drama,Thriller,,,,,,
6474,Truce,The(a.k.a.LaTregua)(1996),Drama,,,,,,,
6475,OpportunityKnocks(1990),Comedy,,,,,,,
6476,Shattered(1991),Mystery,Thriller,,,,,,
6477,SongofBernadette,The(1943),Drama,,,,,,,
6478,LifeandTimesofJudgeRoyBean,The(1972),Comedy,Western,,,,,,
6479,Spiritof'76,The(1990),Comedy,Sci-Fi,,,,,,
6480,ThoroughlyModernMillie(1967),Comedy,Musical,,,,,,
6481,WheretheHeartIs(1990),Comedy,Drama,,,,,,
6482,DumbandDumberer,,,,,,,,
6483,FromJustintoKelly(2003),Musical,Romance,,,,,,
6484,HollywoodHomicide(2003),Action,Crime,Drama,,,,,
6485,RugratsGoWild!(2003),Adventure,Animation,Children,Comedy,,,,
6486,HardWord,The(2002),Comedy,Crime,Drama,Thriller,,,,
6487,HeartofMe,The(2002),Drama,Romance,,,,,,
6488,JetLag(Décalagehoraire)(2002),Comedy,Romance,,,,,,
6489,LocoLove(MiCasa,SuCasa)(2002),Comedy,,,,,,,
6490,Manito(2002),Drama,,,,,,,
6491,NoTurningBack(2001),Adventure,Drama,Thriller,,,,,
6492,Tycoon(Oligarkh)(2002),Drama,,,,,,,
6493,AlexandEmma(2003),Comedy,Drama,Romance,,,,,
6494,On_Line(a.k.a.OnLine)(2002),Drama,,,,,,,
6495,ExperimentinTerror(1962),Crime,Thriller,,,,,,
6496,Ecstasy(Éxtasis)(1996),Drama,,,,,,,
6497,IsParisBurning?(Parisbrûle-t-il?)(1966),Drama,War,,,,,,
6498,Murphy'sWar(1971),War,,,,,,,
6499,OrphansoftheStorm(1921),Drama,,,,,,,
6500,SatanicRitesofDracula,The(1974),Horror,,,,,,,
6501,StrangePlanet(1999),Comedy,Romance,,,,,,
6502,28DaysLater(2002),Horror,Sci-Fi,,,,,,
6503,Charlie'sAngels,,,,,,,,
6504,Gasoline(Benzina)(2001),Crime,,,,,,,
6505,EdandHisDeadMother(1993),Comedy,Horror,,,,,,
6506,FulltimeKiller(Chuenjiksatsau)(2001),Action,Thriller,,,,,,
6507,JustaLittleHarmlessSex(1999),Comedy,Romance,,,,,,
6508,Bank,The(2001),Thriller,,,,,,,
6509,Ali,,,,,,,,
6510,Bodies,Rest&Motion(1993),Drama,Romance,,,,,,
6511,Jesus(1979),Drama,,,,,,,
6512,LongShips,The(1963),Adventure,,,,,,,
6513,MadeforEachOther(1939),Comedy,Drama,Romance,,,,,
6514,RingofTerror(1962),Horror,,,,,,,
6515,YouOnlyLiveOnce(1937),Crime,Film-Noir,,,,,,
6516,Anastasia(1956),Drama,,,,,,,
6517,Babe,The(1992),Drama,,,,,,,
6518,FlightoftheIntruder(1991),Action,War,,,,,,
6519,FunwithDickandJane(1977),Comedy,,,,,,,
6520,KnightsoftheRoundTable(1953),Adventure,Drama,,,,,,
6521,MainEvent,The(1979),Comedy,,,,,,,
6522,Man'sFavoriteSport?(1964),Comedy,,,,,,,
6523,Mr.Baseball(1992),Comedy,Romance,,,,,,
6524,NeveronSunday(PotetinKyriaki)(1960),Comedy,Drama,,,,,,
6525,Nuts(1987),Drama,,,,,,,
6526,RhapsodyinAugust(Hachigatsunorapusodî)(1991),Drama,,,,,,,
6527,Scaramouche(1952),Adventure,Romance,,,,,,
6528,StarttheRevolutionWithoutMe(1970),Comedy,,,,,,,
6529,StrangeBedfellows(1965),Comedy,,,,,,,
6530,Tenant,The(1976),Horror,Mystery,Thriller,,,,,
6531,HourofthePig,The(1993),Crime,Drama,Mystery,,,,,
6532,UptheSandbox(1972),Comedy,,,,,,,
6533,What'sUp,Doc?(1972),Comedy,,,,,,,
6534,Hulk(2003),Action,Adventure,Sci-Fi,,,,,
6535,LegallyBlonde2,,,,,,,,
6536,Sinbad,,,,,,,,
6537,Terminator3,,,,,,,,
6538,SwimmingPool(2003),Drama,Mystery,Thriller,,,,,
6539,PiratesoftheCaribbean,,,,,,,,
6540,MadameSatã(2002),Drama,,,,,,,
6541,LeagueofExtraordinaryGentlemen,The(2003),Action,Adventure,Drama,Sci-Fi,,,,
6542,Cuckoo,The(Kukushka)(2002),Comedy,Drama,War,,,,,
6543,HolyLand,The(2001),Drama,,,,,,,
6544,Housekeeper,The(Unefemmedeménage)(2002),Comedy,Drama,Romance,,,,,
6545,ICapturetheCastle(2003),Drama,Romance,,,,,,
6546,Km.0-KilometerZero(Kilómetrocero)(2000),Comedy,Drama,,,,,,
6547,Northfork(2003),Drama,Fantasy,,,,,,
6548,BadBoysII(2003),Action,Comedy,Crime,Thriller,,,,
6549,HowtoDeal(2003),Comedy,Drama,Romance,,,,,
6550,JohnnyEnglish(2003),Action,Comedy,Thriller,,,,,
6551,AnarchistCookbook,The(2002),Comedy,Romance,,,,,,
6552,DirtyPrettyThings(2002),Drama,Thriller,,,,,,
6553,Embalmer,The(L'Imbalsamatore)(2002),Drama,,,,,,,
6554,GarageDays(2002),Comedy,Musical,,,,,,
6555,OntheRun(Cavale)(2002),Thriller,,,,,,,
6556,SeaIsWatching,The(Umiwamiteita)(2002),Romance,,,,,,,
6557,BorntoBeWild(1995),Adventure,Children,Comedy,Drama,,,,
6558,CurlySue(1991),Comedy,Drama,,,,,,
6559,LittleGiants(1994),Children,Comedy,,,,,,
6560,LooseCannons(1990),Action,Comedy,,,,,,
6561,MouseThatRoared,The(1959),Comedy,War,,,,,,
6562,Spencer'sMountain(1963),Comedy,Drama,,,,,,
6563,Masked&Anonymous(2003),Comedy,Drama,,,,,,
6564,LaraCroftTombRaider,,,,,,,,
6565,Seabiscuit(2003),Drama,,,,,,,
6566,SpyKids3-D,,,,,,,,
6567,BuffaloSoldiers(2001),Comedy,Crime,Drama,War,,,,
6568,Camp(2003),Comedy,Musical,,,,,,
6569,Hotel(2001),Comedy,Drama,Horror,,,,,
6570,LuciaLucia(LaHijadelCanibal)(2003),Comedy,Drama,,,,,,
6571,MondaysintheSun(LosLunesalsol)(2002),Drama,,,,,,,
6572,Scorched(2003),Comedy,Crime,,,,,,
6573,Avanti!(1972),Comedy,Drama,,,,,,
