IdEmpleado,NivelSatisfaccion,SatisfaccionLaboral_Disc,UltimaEvaluacion,UltimaEvaluacion_Disc,ProyectosRealizados,ProyectosRealizados_Disc,HorasMensuales,HorasMensuales_Disc,Antiguedad,Antiguedad_Disc,AccidentesTrabajo,AccidentesTrabajo_Disc,Ascendido,Ascendido_Disc,AreaTrabajo,NivelSalarial,Renuncia,Renuncia_Disc
7000,0.9,Satisfecho,0.69,Buena,3,[2-3],231,[200-249],4,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7001,0.56,Apenas Satisfecho,0.76,Buena,3,[2-3],207,[200-249],2,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7019,0.89,Satisfecho,0.64,Buena,3,[2-3],184,[150-199],5,[5-7],0,NO,0,NO,Servicios,Alto,0,NO
7025,0.57,Apenas Satisfecho,0.97,Excelente,5,[4-5],126,[90-149],5,[5-7],0,NO,0,NO,Ventas,Medio,0,NO
7026,0.93,Satisfecho,1,Excelente,4,[4-5],145,[90-149],3,[2-4],0,NO,0,NO,Contabilidad,Medio,0,NO
7029,0.42,Insatisfecho,0.74,Buena,5,[4-5],256,[250-320],6,[5-7],0,NO,0,NO,Gerencia,Medio,0,NO
7037,0.97,Satisfecho,0.82,Excelente,4,[4-5],176,[150-199],2,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7038,0.47,Insatisfecho,0.47,Media,2,[2-3],221,[200-249],6,[5-7],0,NO,0,NO,Ventas,Bajo,0,NO
7042,0.59,Apenas Satisfecho,0.82,Excelente,4,[4-5],203,[200-249],4,[2-4],1,SI,0,NO,Ventas,Bajo,0,NO
7047,0.43,Insatisfecho,0.86,Excelente,5,[4-5],125,[90-149],3,[2-4],1,SI,0,NO,Ventas,Bajo,0,NO
7049,0.24,Insatisfecho,0.7,Buena,5,[4-5],194,[150-199],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7053,0.73,Satisfecho,0.63,Buena,3,[2-3],172,[150-199],4,[2-4],1,SI,0,NO,Contabilidad,Bajo,0,NO
7065,0.53,Apenas Satisfecho,0.63,Buena,3,[2-3],205,[200-249],2,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7073,0.62,Apenas Satisfecho,0.94,Excelente,3,[2-3],151,[150-199],4,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7074,0.55,Apenas Satisfecho,0.91,Excelente,3,[2-3],243,[200-249],4,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7076,0.3,Insatisfecho,0.47,Media,6,[6-7],156,[150-199],2,[2-4],1,SI,0,NO,Logistica,Medio,0,NO
7078,0.9,Satisfecho,0.85,Excelente,4,[4-5],279,[250-320],6,[5-7],0,NO,0,NO,Logistica,Medio,0,NO
7087,0.57,Apenas Satisfecho,0.91,Excelente,4,[4-5],252,[250-320],4,[2-4],0,NO,0,NO,Tecnologia,Bajo,0,NO
7089,0.94,Satisfecho,0.58,Media,3,[2-3],135,[90-149],3,[2-4],0,NO,0,NO,Tecnologia,Bajo,0,NO
7092,0.96,Satisfecho,1,Excelente,5,[4-5],148,[90-149],3,[2-4],0,NO,0,NO,Produccion,Bajo,0,NO
7095,0.56,Apenas Satisfecho,0.64,Buena,3,[2-3],262,[250-320],2,[2-4],1,SI,0,NO,Servicios,Bajo,0,NO
7097,0.84,Satisfecho,0.83,Excelente,4,[4-5],222,[200-249],3,[2-4],0,NO,0,NO,Servicios,Medio,0,NO
7103,0.66,Apenas Satisfecho,0.49,Media,4,[4-5],194,[150-199],5,[5-7],0,NO,0,NO,Contabilidad,Medio,0,NO
7105,0.92,Satisfecho,0.78,Buena,3,[2-3],194,[150-199],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7109,0.76,Satisfecho,0.93,Excelente,4,[4-5],187,[150-199],4,[2-4],0,NO,0,NO,Marketing,Bajo,0,NO
7111,0.99,Satisfecho,0.48,Media,5,[4-5],202,[200-249],2,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7118,0.95,Satisfecho,0.5,Media,4,[4-5],186,[150-199],3,[2-4],1,SI,0,NO,Ventas,Bajo,0,NO
7123,0.78,Satisfecho,0.68,Buena,5,[4-5],168,[150-199],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7130,0.98,Satisfecho,0.74,Buena,4,[4-5],202,[200-249],3,[2-4],0,NO,0,NO,Contabilidad,Bajo,0,NO
7132,0.78,Satisfecho,0.65,Buena,3,[2-3],154,[150-199],2,[2-4],0,NO,0,NO,RRHH,Bajo,0,NO
7133,0.35,Insatisfecho,0.58,Media,3,[2-3],103,[90-149],3,[2-4],0,NO,0,NO,RRHH,Bajo,0,NO
7136,0.33,Insatisfecho,0.61,Buena,2,[2-3],163,[150-199],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7142,0.82,Satisfecho,0.52,Media,5,[4-5],270,[250-320],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7143,0.91,Satisfecho,0.59,Media,3,[2-3],134,[90-149],2,[2-4],1,SI,0,NO,Soporte Tecnico,Medio,0,NO
7144,0.84,Satisfecho,0.78,Buena,3,[2-3],221,[200-249],3,[2-4],1,SI,0,NO,Soporte Tecnico,Medio,0,NO
7150,0.38,Insatisfecho,0.47,Media,3,[2-3],189,[150-199],5,[5-7],0,NO,0,NO,Logistica,Medio,0,NO
7155,0.56,Apenas Satisfecho,0.54,Media,3,[2-3],232,[200-249],2,[2-4],0,NO,0,NO,Logistica,Bajo,0,NO
7159,0.63,Apenas Satisfecho,0.87,Excelente,2,[2-3],101,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,0,NO
7165,0.78,Satisfecho,0.99,Excelente,3,[2-3],174,[150-199],3,[2-4],0,NO,0,NO,Tecnologia,Bajo,0,NO
7166,0.91,Satisfecho,0.56,Media,4,[4-5],241,[200-249],2,[2-4],0,NO,0,NO,Tecnologia,Bajo,0,NO
7171,0.74,Satisfecho,0.6,Media,3,[2-3],232,[200-249],3,[2-4],0,NO,0,NO,Tecnologia,Bajo,0,NO
7177,0.84,Satisfecho,0.69,Buena,4,[4-5],149,[90-149],3,[2-4],0,NO,0,NO,Marketing,Medio,0,NO
7181,0.52,Apenas Satisfecho,0.74,Buena,4,[4-5],174,[150-199],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7189,0.92,Satisfecho,0.78,Buena,4,[4-5],212,[200-249],2,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7193,0.66,Apenas Satisfecho,0.72,Buena,5,[4-5],152,[150-199],3,[2-4],1,SI,0,NO,Ventas,Bajo,0,NO
7203,0.82,Satisfecho,0.75,Buena,4,[4-5],224,[200-249],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7210,0.87,Satisfecho,0.98,Excelente,3,[2-3],174,[150-199],3,[2-4],0,NO,0,NO,RRHH,Bajo,0,NO
7215,0.57,Apenas Satisfecho,0.98,Excelente,3,[2-3],236,[200-249],3,[2-4],1,SI,0,NO,Soporte Tecnico,Medio,0,NO
7221,0.8,Satisfecho,0.94,Excelente,3,[2-3],150,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7222,0.78,Satisfecho,0.51,Media,3,[2-3],172,[150-199],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7224,0.83,Satisfecho,0.98,Excelente,3,[2-3],229,[200-249],6,[5-7],0,NO,0,NO,Logistica,Medio,0,NO
7225,0.89,Satisfecho,0.73,Buena,3,[2-3],169,[150-199],3,[2-4],0,NO,0,NO,Logistica,Alto,0,NO
7228,0.89,Satisfecho,0.9,Excelente,4,[4-5],101,[90-149],6,[5-7],0,NO,0,NO,Logistica,Medio,0,NO
7229,0.99,Satisfecho,0.69,Buena,3,[2-3],190,[150-199],3,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7233,0.97,Satisfecho,0.67,Buena,4,[4-5],223,[200-249],3,[2-4],0,NO,0,NO,Logistica,Bajo,0,NO
7234,0.71,Satisfecho,0.71,Buena,4,[4-5],221,[200-249],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,0,NO
7239,0.18,Insatisfecho,0.55,Media,5,[4-5],217,[200-249],4,[2-4],0,NO,0,NO,Tecnologia,Bajo,0,NO
7244,0.97,Satisfecho,0.99,Excelente,3,[2-3],196,[150-199],3,[2-4],0,NO,0,NO,Produccion,Bajo,0,NO
7253,0.68,Apenas Satisfecho,0.59,Media,4,[4-5],147,[90-149],2,[2-4],0,NO,0,NO,Marketing,Medio,0,NO
7255,0.73,Satisfecho,0.91,Excelente,4,[4-5],241,[200-249],2,[2-4],1,SI,0,NO,Contabilidad,Medio,0,NO
7257,0.93,Satisfecho,0.87,Excelente,4,[4-5],218,[200-249],4,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7262,0.58,Apenas Satisfecho,0.86,Excelente,4,[4-5],257,[250-320],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7267,0.95,Satisfecho,0.58,Media,4,[4-5],188,[150-199],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7273,0.54,Apenas Satisfecho,0.91,Excelente,2,[2-3],156,[150-199],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7275,0.83,Satisfecho,0.91,Excelente,4,[4-5],266,[250-320],3,[2-4],1,SI,0,NO,Ventas,Bajo,0,NO
7276,0.6,Apenas Satisfecho,0.7,Buena,3,[2-3],147,[90-149],2,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7277,0.58,Apenas Satisfecho,0.83,Excelente,4,[4-5],207,[200-249],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7279,0.5,Insatisfecho,0.64,Buena,5,[4-5],195,[150-199],2,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7285,0.74,Satisfecho,0.87,Excelente,3,[2-3],192,[150-199],3,[2-4],1,SI,0,NO,RRHH,Bajo,0,NO
7286,0.62,Apenas Satisfecho,0.53,Media,4,[4-5],147,[90-149],2,[2-4],0,NO,0,NO,RRHH,Bajo,0,NO
7287,0.87,Satisfecho,0.76,Buena,5,[4-5],254,[250-320],2,[2-4],1,SI,0,NO,RRHH,Bajo,0,NO
7296,0.97,Satisfecho,0.63,Buena,3,[2-3],141,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7301,0.91,Satisfecho,0.67,Buena,3,[2-3],143,[90-149],3,[2-4],0,NO,0,NO,Logistica,Bajo,0,NO
7306,0.44,Insatisfecho,0.67,Buena,3,[2-3],113,[90-149],2,[2-4],0,NO,0,NO,Logistica,Bajo,0,NO
7313,0.51,Apenas Satisfecho,0.78,Buena,3,[2-3],155,[150-199],2,[2-4],0,NO,0,NO,Gerencia,Bajo,0,NO
7314,0.31,Insatisfecho,0.42,Media,2,[2-3],169,[150-199],5,[5-7],0,NO,0,NO,Tecnologia,Bajo,0,NO
7316,0.81,Satisfecho,0.53,Media,3,[2-3],258,[250-320],2,[2-4],0,NO,0,NO,Tecnologia,Bajo,0,NO
7321,0.75,Satisfecho,0.98,Excelente,2,[2-3],161,[150-199],3,[2-4],0,NO,0,NO,Produccion,Bajo,0,NO
7328,0.61,Apenas Satisfecho,0.78,Buena,4,[4-5],244,[200-249],4,[2-4],0,NO,0,NO,Servicios,Medio,0,NO
7333,0.62,Apenas Satisfecho,0.54,Media,4,[4-5],170,[150-199],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7334,0.61,Apenas Satisfecho,0.93,Excelente,3,[2-3],250,[200-249],4,[2-4],0,NO,0,NO,Gerencia,Medio,0,NO
7336,0.93,Satisfecho,0.67,Buena,4,[4-5],135,[90-149],3,[2-4],1,SI,0,NO,Marketing,Medio,0,NO
7351,0.6,Apenas Satisfecho,0.99,Excelente,4,[4-5],160,[150-199],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7352,0.19,Insatisfecho,0.61,Buena,3,[2-3],272,[250-320],4,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7353,0.91,Satisfecho,1,Excelente,4,[4-5],125,[90-149],4,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7355,0.9,Satisfecho,0.78,Buena,3,[2-3],162,[150-199],2,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7359,0.98,Satisfecho,0.62,Buena,3,[2-3],203,[200-249],2,[2-4],0,NO,0,NO,Contabilidad,Medio,0,NO
7371,0.84,Satisfecho,0.52,Media,5,[4-5],171,[150-199],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7383,0.54,Apenas Satisfecho,0.71,Buena,5,[4-5],253,[250-320],2,[2-4],1,SI,0,NO,Logistica,Alto,0,NO
7387,0.69,Apenas Satisfecho,0.59,Media,5,[4-5],182,[150-199],4,[2-4],0,NO,0,NO,Soporte Tecnico,Alto,0,NO
7392,0.65,Apenas Satisfecho,0.9,Excelente,3,[2-3],241,[200-249],3,[2-4],0,NO,0,NO,Tecnologia,Bajo,0,NO
7396,0.63,Apenas Satisfecho,0.83,Excelente,4,[4-5],243,[200-249],4,[2-4],0,NO,0,NO,Produccion,Bajo,0,NO
7401,0.73,Satisfecho,0.36,Baja,4,[4-5],253,[250-320],2,[2-4],1,SI,0,NO,Servicios,Bajo,0,NO
7402,0.94,Satisfecho,0.8,Buena,4,[4-5],228,[200-249],2,[2-4],0,NO,0,NO,Servicios,Bajo,0,NO
7408,0.91,Satisfecho,0.59,Media,4,[4-5],177,[150-199],4,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7412,0.51,Apenas Satisfecho,0.6,Media,4,[4-5],140,[90-149],3,[2-4],0,NO,0,NO,Marketing,Medio,0,NO
7416,0.77,Satisfecho,0.49,Media,3,[2-3],265,[250-320],3,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7421,0.8,Satisfecho,0.56,Media,2,[2-3],204,[200-249],3,[2-4],0,NO,0,NO,Ventas,Alto,0,NO
7424,0.97,Satisfecho,0.7,Buena,4,[4-5],218,[200-249],2,[2-4],0,NO,0,NO,Ventas,Alto,0,NO
7425,0.23,Insatisfecho,0.99,Excelente,5,[4-5],176,[150-199],4,[2-4],1,SI,0,NO,Ventas,Bajo,0,NO
7426,0.6,Apenas Satisfecho,0.75,Buena,4,[4-5],144,[90-149],2,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7427,0.52,Apenas Satisfecho,0.63,Buena,5,[4-5],241,[200-249],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7433,1,Satisfecho,0.97,Excelente,5,[4-5],141,[90-149],2,[2-4],0,NO,0,NO,Contabilidad,Medio,0,NO
7443,0.91,Satisfecho,0.43,Media,4,[4-5],117,[90-149],5,[5-7],1,SI,0,NO,Soporte Tecnico,Medio,0,NO
7444,0.85,Satisfecho,0.96,Excelente,4,[4-5],240,[200-249],6,[5-7],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7448,0.73,Satisfecho,0.72,Buena,3,[2-3],166,[150-199],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7453,0.74,Satisfecho,0.56,Media,3,[2-3],125,[90-149],6,[5-7],0,NO,0,NO,Logistica,Medio,0,NO
7454,0.95,Satisfecho,0.76,Buena,4,[4-5],220,[200-249],3,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7455,0.49,Insatisfecho,0.57,Media,4,[4-5],141,[90-149],3,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7471,0.77,Satisfecho,0.7,Buena,3,[2-3],145,[90-149],2,[2-4],0,NO,0,NO,Produccion,Bajo,0,NO
7476,0.75,Satisfecho,0.57,Media,3,[2-3],158,[150-199],2,[2-4],1,SI,0,NO,Servicios,Bajo,0,NO
7481,0.65,Apenas Satisfecho,0.49,Media,5,[4-5],238,[200-249],4,[2-4],0,NO,0,NO,Marketing,Alto,0,NO
7490,0.49,Insatisfecho,0.91,Excelente,3,[2-3],227,[200-249],3,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7494,0.82,Satisfecho,0.63,Buena,3,[2-3],171,[150-199],3,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7495,0.67,Apenas Satisfecho,0.87,Excelente,3,[2-3],177,[150-199],4,[2-4],0,NO,0,NO,Ventas,Alto,0,NO
7496,0.5,Insatisfecho,0.96,Excelente,4,[4-5],274,[250-320],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7510,0.39,Insatisfecho,0.58,Media,3,[2-3],152,[150-199],3,[2-4],1,SI,0,NO,Contabilidad,Bajo,0,NO
7511,0.96,Satisfecho,0.72,Buena,4,[4-5],228,[200-249],2,[2-4],0,NO,0,NO,Contabilidad,Alto,0,NO
7514,0.51,Apenas Satisfecho,0.51,Media,5,[4-5],222,[200-249],4,[2-4],0,NO,0,NO,RRHH,Bajo,0,NO
7520,0.18,Insatisfecho,0.86,Excelente,6,[6-7],264,[250-320],3,[2-4],0,NO,0,NO,Soporte Tecnico,Alto,0,NO
7528,0.96,Satisfecho,0.91,Excelente,3,[2-3],257,[250-320],3,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7538,0.42,Insatisfecho,0.53,Media,3,[2-3],181,[150-199],5,[5-7],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7539,0.69,Apenas Satisfecho,0.64,Buena,3,[2-3],286,[250-320],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7550,0.18,Insatisfecho,0.73,Buena,6,[6-7],225,[200-249],4,[2-4],0,NO,0,NO,Produccion,Bajo,0,NO
7552,0.95,Satisfecho,0.49,Media,3,[2-3],158,[150-199],2,[2-4],0,NO,0,NO,Servicios,Bajo,0,NO
7555,0.8,Satisfecho,0.68,Buena,3,[2-3],160,[150-199],3,[2-4],0,NO,0,NO,Servicios,Bajo,0,NO
7556,0.57,Apenas Satisfecho,0.55,Media,2,[2-3],173,[150-199],2,[2-4],0,NO,0,NO,Servicios,Bajo,0,NO
7562,0.71,Satisfecho,0.59,Media,5,[4-5],245,[200-249],2,[2-4],0,NO,0,NO,Gerencia,Medio,0,NO
7563,0.71,Satisfecho,0.85,Excelente,3,[2-3],260,[250-320],3,[2-4],0,NO,0,NO,Marketing,Medio,0,NO
7565,0.95,Satisfecho,0.9,Excelente,2,[2-3],129,[90-149],5,[5-7],0,NO,0,NO,Marketing,Medio,0,NO
7566,0.95,Satisfecho,0.77,Buena,3,[2-3],184,[150-199],4,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7567,0.65,Apenas Satisfecho,0.85,Excelente,4,[4-5],204,[200-249],3,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7572,0.6,Apenas Satisfecho,0.58,Media,3,[2-3],201,[200-249],3,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7578,0.65,Apenas Satisfecho,0.56,Media,3,[2-3],221,[200-249],2,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7579,0.51,Apenas Satisfecho,0.62,Buena,2,[2-3],186,[150-199],2,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7581,0.98,Satisfecho,0.99,Excelente,3,[2-3],235,[200-249],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7584,0.99,Satisfecho,0.71,Buena,4,[4-5],155,[150-199],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7586,0.74,Satisfecho,0.9,Excelente,3,[2-3],285,[250-320],3,[2-4],0,NO,0,NO,Contabilidad,Bajo,0,NO
7593,0.71,Satisfecho,0.65,Buena,4,[4-5],239,[200-249],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,0,NO
7598,1,Satisfecho,0.67,Buena,3,[2-3],181,[150-199],2,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,0,NO
7600,0.57,Apenas Satisfecho,0.67,Buena,3,[2-3],207,[200-249],2,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7603,0.98,Satisfecho,0.85,Excelente,4,[4-5],178,[150-199],3,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7606,0.96,Satisfecho,0.95,Excelente,3,[2-3],236,[200-249],2,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7607,0.57,Apenas Satisfecho,0.98,Excelente,3,[2-3],188,[150-199],5,[5-7],0,NO,0,NO,Logistica,Medio,0,NO
7611,0.49,Insatisfecho,0.83,Excelente,2,[2-3],185,[150-199],6,[5-7],0,NO,0,NO,Logistica,Medio,0,NO
7612,0.77,Satisfecho,0.43,Media,4,[4-5],265,[250-320],6,[5-7],0,NO,0,NO,Logistica,Alto,0,NO
7614,0.85,Satisfecho,0.74,Buena,3,[2-3],157,[150-199],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7616,0.9,Satisfecho,0.79,Buena,3,[2-3],222,[200-249],6,[5-7],1,SI,0,NO,Soporte Tecnico,Medio,0,NO
7617,0.71,Satisfecho,0.8,Buena,5,[4-5],248,[200-249],4,[2-4],0,NO,0,NO,Gerencia,Medio,0,NO
7618,0.59,Apenas Satisfecho,0.56,Media,5,[4-5],162,[150-199],4,[2-4],0,NO,0,NO,Tecnologia,Bajo,0,NO
7622,0.9,Satisfecho,0.54,Media,3,[2-3],272,[250-320],2,[2-4],0,NO,0,NO,Tecnologia,Bajo,0,NO
7625,0.85,Satisfecho,0.49,Media,4,[4-5],159,[150-199],3,[2-4],0,NO,0,NO,Produccion,Bajo,0,NO
7634,0.6,Apenas Satisfecho,0.77,Buena,3,[2-3],202,[200-249],3,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7635,0.75,Satisfecho,0.9,Excelente,4,[4-5],185,[150-199],3,[2-4],0,NO,0,NO,Contabilidad,Bajo,0,NO
7636,0.57,Apenas Satisfecho,0.88,Excelente,3,[2-3],176,[150-199],3,[2-4],0,NO,0,NO,Logistica,Bajo,0,NO
7643,0.74,Satisfecho,0.78,Buena,4,[4-5],203,[200-249],2,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7644,0.75,Satisfecho,0.53,Media,5,[4-5],235,[200-249],3,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7657,0.53,Apenas Satisfecho,0.71,Buena,3,[2-3],125,[90-149],2,[2-4],1,SI,0,NO,Ventas,Bajo,0,NO
7666,0.46,Insatisfecho,0.47,Media,6,[6-7],101,[90-149],5,[5-7],0,NO,0,NO,RRHH,Bajo,0,NO
7672,0.55,Apenas Satisfecho,0.61,Buena,3,[2-3],209,[200-249],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,0,NO
7680,0.71,Satisfecho,0.96,Excelente,4,[4-5],131,[90-149],3,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7687,0.67,Apenas Satisfecho,0.92,Excelente,4,[4-5],156,[150-199],2,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
7694,0.69,Apenas Satisfecho,0.82,Excelente,3,[2-3],262,[250-320],5,[5-7],1,SI,0,NO,Tecnologia,Medio,0,NO
7695,0.72,Satisfecho,0.76,Buena,3,[2-3],261,[250-320],4,[2-4],0,NO,0,NO,Tecnologia,Medio,0,NO
7698,0.91,Satisfecho,0.55,Media,2,[2-3],234,[200-249],2,[2-4],0,NO,0,NO,Tecnologia,Bajo,0,NO
7700,0.49,Insatisfecho,0.8,Buena,3,[2-3],238,[200-249],4,[2-4],0,NO,0,NO,Produccion,Bajo,0,NO
7701,0.59,Apenas Satisfecho,0.97,Excelente,5,[4-5],242,[200-249],3,[2-4],0,NO,0,NO,Produccion,Bajo,0,NO
7705,0.94,Satisfecho,0.58,Media,5,[4-5],215,[200-249],2,[2-4],0,NO,0,NO,Servicios,Bajo,0,NO
7710,0.75,Satisfecho,0.88,Excelente,3,[2-3],224,[200-249],2,[2-4],0,NO,0,NO,Ventas,Bajo,0,NO
7714,0.64,Apenas Satisfecho,0.78,Buena,4,[4-5],159,[150-199],4,[2-4],0,NO,0,NO,Gerencia,Medio,0,NO
7715,0.85,Satisfecho,0.8,Buena,4,[4-5],219,[200-249],2,[2-4],0,NO,0,NO,Marketing,Medio,0,NO
7716,0.3,Insatisfecho,0.53,Media,3,[2-3],210,[200-249],6,[5-7],0,NO,0,NO,Marketing,Medio,0,NO
7717,0.74,Satisfecho,0.95,Excelente,4,[4-5],237,[200-249],3,[2-4],1,SI,0,NO,Marketing,Medio,0,NO
7725,0.51,Apenas Satisfecho,0.51,Media,3,[2-3],272,[250-320],3,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7733,0.39,Insatisfecho,0.68,Buena,2,[2-3],137,[90-149],3,[2-4],1,SI,0,NO,Ventas,Bajo,0,NO
7736,0.94,Satisfecho,0.51,Media,4,[4-5],229,[200-249],2,[2-4],1,SI,0,NO,Ventas,Bajo,0,NO
7742,0.52,Apenas Satisfecho,0.96,Excelente,4,[4-5],125,[90-149],3,[2-4],0,NO,0,NO,RRHH,Bajo,0,NO
7746,0.38,Insatisfecho,0.67,Buena,2,[2-3],117,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,0,NO
7747,0.55,Apenas Satisfecho,0.49,Media,2,[2-3],180,[150-199],5,[5-7],1,SI,0,NO,Soporte Tecnico,Bajo,0,NO
7754,0.96,Satisfecho,0.63,Buena,4,[4-5],142,[90-149],4,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7758,0.45,Insatisfecho,0.48,Media,5,[4-5],287,[250-320],5,[5-7],0,NO,0,NO,Logistica,Medio,0,NO
7767,0.8,Satisfecho,0.99,Excelente,5,[4-5],187,[150-199],3,[2-4],1,SI,0,NO,Soporte Tecnico,Medio,0,NO
7771,0.64,Apenas Satisfecho,0.49,Media,5,[4-5],188,[150-199],2,[2-4],0,NO,0,NO,Tecnologia,Bajo,0,NO
7773,0.6,Apenas Satisfecho,0.7,Buena,4,[4-5],145,[90-149],6,[5-7],0,NO,0,NO,Tecnologia,Bajo,0,NO
7781,0.31,Insatisfecho,0.59,Media,4,[4-5],138,[90-149],2,[2-4],0,NO,0,NO,Servicios,Bajo,0,NO
7788,0.54,Apenas Satisfecho,0.97,Excelente,4,[4-5],258,[250-320],3,[2-4],0,NO,0,NO,Logistica,Bajo,0,NO
7795,0.76,Satisfecho,0.6,Media,5,[4-5],279,[250-320],2,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7796,0.83,Satisfecho,0.64,Buena,5,[4-5],272,[250-320],2,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7800,0.17,Insatisfecho,0.5,Media,4,[4-5],274,[250-320],6,[5-7],0,NO,0,NO,Ventas,Medio,0,NO
7802,0.73,Satisfecho,0.74,Buena,5,[4-5],199,[150-199],2,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7804,0.42,Insatisfecho,0.67,Buena,2,[2-3],115,[90-149],3,[2-4],0,NO,0,NO,Ventas,Alto,0,NO
7809,0.87,Satisfecho,0.88,Excelente,3,[2-3],179,[150-199],2,[2-4],0,NO,0,NO,Ventas,Medio,0,NO
7819,0.76,Satisfecho,0.9,Excelente,3,[2-3],279,[250-320],6,[5-7],0,NO,0,NO,RRHH,Medio,0,NO
7820,0.67,Apenas Satisfecho,0.96,Excelente,4,[4-5],207,[200-249],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7822,0.42,Insatisfecho,0.41,Media,5,[4-5],240,[200-249],2,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7830,0.88,Satisfecho,0.89,Excelente,5,[4-5],189,[150-199],2,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,0,NO
7835,0.58,Apenas Satisfecho,0.79,Buena,2,[2-3],274,[250-320],4,[2-4],0,NO,0,NO,Logistica,Medio,0,NO
